company_name,website,domain,phone,address,rating,review_count,qualified,window_services,also_vehicle_glass,confidence,evidence,source,site_status,locations,other_phones,other_addresses
Sidingrepairservicewinsdorpark,,,"1404 Hillcrest Dr, Austin, TX 78723, United States","1404 Hillcrest Dr, Austin, TX 78723, United States",0,0,UNRESOLVED,insufficient signal,False,low,"No listing, site or directory entry found for this exact business name or for 1404 Hillcrest Dr, Austin. Search returns only unrelated Austin siding contractors. One of six near-identical 'Sidingrepai",no usable evidence,NO_WEBSITE,1,,
Signature Steel Doors and Windows,,,"11400 Naples Cove, Austin, TX 78739, United States","11400 Naples Cove, Austin, TX 78739, United States",4.8,4829,UNRESOLVED,window in name but service type unconfirmed,False,low,"Two searches found no listing under this trade name and nothing at 11400 Naples Cove, Austin TX 78739. Austin has many custom steel door/window firms (Portella, Regency Steel Doors and Windows at 6405",no usable evidence,NO_WEBSITE,1,,
Super Cars Auto Glass,,,+1 214-336-6413,,3.3,3,UNRESOLVED,unknown (name reads auto glass),False,low,"No listing found for this business or its 214-336-6413 number in either search; results were other Dallas shops (Super Clear Auto Glass, Super Star Auto Glass, SuperGlass Dallas).",no usable evidence,NO_WEBSITE,1,,
Tejeda Glass Solutions,,,+1 469-580-4123,,5,0,UNRESOLVED,unknown (glass),False,low,"No listing found for this business or its 469-580-4123 number in either search; results were other Texas glass companies (Texas Glass Co, Texan Glass, Total Glass Solutions).",no usable evidence,NO_WEBSITE,1,,
The Broken Window,,,"12831 Meehan Dr, Austin, TX 78727, United States","12831 Meehan Dr, Austin, TX 78727, United States",0,0,UNRESOLVED,window in name but service type unconfirmed,False,low,"Two searches found no business page for 'The Broken Window' and nothing at 12831 Meehan Dr, Austin TX 78727; results were other Austin glass/window repair firms (Glass Doctor, Glass Rehab, B&B Plate G",no usable evidence,NO_WEBSITE,1,,
The Door Man,,,+1 512-964-8664,,0,0,UNRESOLVED,insufficient signal,False,low,"The phone 512-964-8664 appears in a Yellow Pages door-repair listing for Manchaca TX 78652, with a customer review saying 'Dennis ... installed wooden french doors'. No business page found and no wind",no usable evidence,NO_WEBSITE,1,,
The Glassinator,,,+1 214-960-6730,,5,0,UNRESOLVED,unknown (glass-related),False,low,"A Yelp listing 'THE GLASSINATOR - Dallas, Texas' exists but no category, service description or contact detail is indexed; the second search surfaced no company content at all.",no usable evidence,NO_WEBSITE,1,,
THE WINDOW RANGERS LLC,http://thewindowrangers.com/,thewindowrangers.com,+1 623-414-2899,,5,2,UNRESOLVED,unknown — no indexed content for this domain,False,low,Three searches found no content from thewindowrangers.com and nothing tied to 623-414-2899. Two similarly named but differently domained firms exist — windowrangers.com ('window cleaning ... power was,no usable evidence,UNREACHABLE,1,,
TLV Sliding fort lauderdale,,,+1 954-860-2873,"501 NE 33rd St, Oakland Park, FL 33334, United States",4.9,4969,UNRESOLVED,insufficient signal,False,low,"Two searches found no listing for 'TLV Sliding' at 501 NE 33rd St, Oakland Park FL — results are only other Broward sliding-door repair companies. Cannot tell whether it is door-only (NO) or does glas",no usable evidence,NO_WEBSITE,1,,
Top A1 Contracting,http://topa1contracting.com/,topa1contracting.com,+1 833-867-2100,"3701 E State St Unit G, Rockford, IL 61108, United States",4.7,73,UNRESOLVED,"Residential and commercial roofing, siding and gutters",False,low,"topa1contracting.com and /siding/ — 'roof inspections, roof repair, roof replacement, storm damage restoration... gutters, siding and more'. A second search suggested window installation appears on so",no usable evidence,UNKNOWN,1,,
Tukuran Glass & Aluminum Supply | Glass Door Installer,,,,,5,501,UNRESOLVED,"glass shop or building contractor, window scope unknown",False,low,"No web presence found. Two searches on the exact name returned only unrelated glass/aluminum suppliers in Malaysia, the US and elsewhere. The source record has no website, phone or address, so there i",no usable evidence,NO_WEBSITE,1,,
UrbanCraft Exterior,,,+1 737-309-3794,"8403 Gallatin Dr, Austin, TX 78736, United States",0,0,UNRESOLVED,"glass shop or building contractor, window scope unknown",False,low,"Two searches found no listing for 'UrbanCraft Exterior' at 8403 Gallatin Dr, Austin — results return Urbancraft Custom Builders (Houston) and unrelated Austin exterior contractors. No usable evidence ",no usable evidence,NO_WEBSITE,1,,
Veteran Windows and Glass,,,+1 469-614-9600,,5,2,UNRESOLVED,unknown,False,low,"No listing found for this business or its 469-614-9600 number in either search; results were other veteran-owned Texas window firms (Window Source of Houston, Minutemen Glass & Windows, Veteran Home E",no usable evidence,NO_WEBSITE,1,,
West Love Glass,,,+1 469-737-0671,,5,2,UNRESOLVED,unknown (glass),False,low,"A Facebook page titled 'West Love Glass' exists (facebook.com/westlovellc/) but no service description, category or address is indexed; nothing else surfaced for the 469-737-0671 number.",no usable evidence,NO_WEBSITE,1,,
Window,,,,"6025 Hunters View Ln, Dallas, TX 75232, United States",5,3,UNRESOLVED,window in name but service type unconfirmed,False,low,"Two searches found nothing for a business at 6025 Hunters View Ln, Dallas TX 75232 — the street returns only residential property listings. The one-word listing name gives nothing to search on and is ",no usable evidence,NO_WEBSITE,1,,
Window Broker DFW,,,+1 214-225-0816,,5,3,UNRESOLVED,unknown,False,low,"No listing found for this business or its 214-225-0816 number in either search; results were only other DFW window companies (DFW Window Specialist, Window Depot, Window World, Maverick).",no usable evidence,NO_WEBSITE,1,,
Window Craft Interiors,,,+1 931-584-1872,"7th St, Rockford, IL 61104, United States",0,0,UNRESOLVED,window in name but service type unconfirmed,False,low,Two searches returned no listing for 'Window Craft Interiors' in Rockford IL — only unrelated Illinois window-treatment and window-installation companies. Cannot tell whether it is window coverings (N,no usable evidence,NO_WEBSITE,1,,
Window Kingdom LLC,,,+1 888-839-6326,"3010 Lyndon B Johnson Fwy, Dallas, TX 75234, United States",4,302,UNRESOLVED,unknown — one directory tags it a Dallas window supplier,False,low,"Only hit is a directory stub: 'Window Kingdom, LLC - Dallas, Texas' (localshutters.net/Texas/Window-Kingdom-LLC-47246279961/) with the matching 888-839-6326 / LBJ Fwy address. No website, no service d",no usable evidence,NO_WEBSITE,1,,
Windowpane,,,+1 815-621-1095,,5,2,UNRESOLVED,window in name but service type unconfirmed,False,low,"Only a bare Facebook page 'Windowpane LLC' surfaced, with no indexed description, location or services; the phone 815-621-1095 appears nowhere. Second search returned only unrelated Illinois window co",no usable evidence,NO_WEBSITE,1,,
Windows Installation,,,+1 214-760-4545,"401 Tom Landry Fwy, Dallas, TX 75260, United States",0,0,UNRESOLVED,unknown,False,low,"Generic name; no business listing found at 401 Tom Landry Fwy and no result for the 214-760-4545 number in either search — only large Dallas window companies (Window Nation, Window World, AWS).",no usable evidence,NO_WEBSITE,1,,
Wrapped Up ATX,,,+1 970-590-3674,,5,10,UNRESOLVED,insufficient signal,False,low,Two searches found no listing for 'Wrapped Up ATX' or the phone 970-590-3674; results were unrelated Austin vehicle-wrap shops.,no usable evidence,NO_WEBSITE,1,,
Zandro Glass And Aluminium Works,,,,,1,0,UNRESOLVED,unknown (glass & aluminium works),False,low,"No page found under this name; results were other companies (Zanoobia Aluminium & Glass Works LLC, LZD Glass and Aluminum Zamboanga, FSC Glass and Aluminum Works). No address or phone in source data.",no usable evidence,NO_WEBSITE,1,,
