company_name,website,domain,phone,address,rating,review_count,qualified,window_services,also_vehicle_glass,confidence,evidence,source,site_status,locations,other_phones,other_addresses
DFW Mobile Window Tint,http://www.dfwmobilewindowtint.com/,dfwmobilewindowtint.com,+1 214-757-6411,,4.8,252,NO,vehicle glass only,True,medium,"g We care about you You can buy cheap sun shades, but that only protects your vehicle from the windshield, leaving the rest of the car exposed.",site scrape,NO,1,,
DFW Residential P Remodeling,https://dfwresidentialremodeling.com/,dfwresidentialremodeling.com,+1 469-359-3851,,5,19,YES,Windows & Doors is a listed service category; installs replacement windows,False,high,"dfwresidentialremodeling.com - 'The company offers Windows & Doors services along with... Kitchens, Bathrooms, Carpentry, House Additions'; 'DFW Residential recently installed windows in homes'. Supported by Google review: 'this pic is the biggest window. They did all the windows in my house!'",web research (earlier pass),UNREACHABLE,1,,
DFW Window Film Inc,https://www.dfwwindowfilm.com/,dfwwindowfilm.com,+1 214-888-3456,"7712 Meadowhaven Dr, Dallas, TX 75254, United States",5,109,NO,window tint/film,False,medium,DFW Window Film .,site scrape,NO,1,,
DFW Window Guy LLC,,,+1 469-401-9433,,5,20,YES,window installation and replacement,False,medium,"Yelp 'DFW WINDOW GUY - Dallas, Texas - Windows Installation' (yelp.com/biz/dfw-window-guy-dallas), with reviews praising their window work. Exact 469-401-9433 number not indexed.",web search,NO_WEBSITE,1,,
DFW window specialist,http://dfwwindowspecialist.com/,dfwwindowspecialist.com,+1 469-478-9395,,4.8,37,YES,"Window repair and replacement, glass repair, solar screens, plus shower enclosures",False,high,"dfwwindowspecialist.com — 'professional window repair and replacement, as well as glass shower installation ... 14 years of experience repairing windows, replacing glass'",web research (earlier pass),UNKNOWN,1,,
DFW Window Tinting,https://dfwwindowtinting.com/,dfwwindowtinting.com,+1 972-846-8464,,5,40,NO,window cleaning; window tint/film; window treatments,False,medium,"3 Film Application & Trim Film is positioned, trimmed precisely to the glass edge, and squeegeed to bond it cleanly to the surface.",site scrape,NO,1,,
Dh&McBella Glass and Mirrors,http://dhmcbellaglassandmirrors.com/,dhmcbellaglassandmirrors.com,+1 682-323-5309,"3146 Springfield Ave, Lancaster, TX 75134, United States",4.8,21,YES,window replacement/installation,False,high,anufacturing Glass Repair for Stairs Design of Wine Cellars and Offices in Glass Window Glass Installation Installation and manufacturing of glass doors and partitions for bathrooms ​ MORE INFORMATION,site scrape,YES,1,,
Diamond Auto Glass,https://diamondautoglassdfw.com/,diamondautoglassdfw.com,+1 972-579-7400,"1905 E Shady Grove Rd, Irving, TX 75060, United States",4.3,144,NO,vehicle glass,True,medium,Windshield Replacement Dallas Fort Worth | Diamond Auto Glass .,site scrape,NO,1,,
Diamond Collision Glass & Fleet,https://www.dcgf512.com/,dcgf512.com,+1 512-547-8551,"1618 Future Dr, Austin, TX 78754, United States",5,130,NO,"Auto collision repair, auto glass and fleet service",False,high,"dcgf512.com/collision-repair-in-austin-tx/ and /windshield-repair/ — 'auto repair, collision repair, glass replacement, fleet maintenance, and towing services'. The 'glass' is vehicle glass.",web search,UNREACHABLE,1,,
Diamond Customs ATX - Auto Accessories & Suspension Lift Specialist,,,+1 512-757-7719,"3802 Houston St, Austin, TX 78734, United States",5,31,NO,truck parts and auto accessories,False,high,"diamondcustomsatx.com — located at 3802 Houston Street, Austin TX 78734; 'specialize in truck parts, accessories, and upgrades'.",web search,NO_WEBSITE,1,,
Diamond Home Designs LLC,https://www.diamondatx.com/,diamondatx.com,+1 512-586-6088,,5,31,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
DiamondPoint Contractors,https://www.diamondpointcontractors.com/,diamondpointcontractors.com,+1 512-945-8877,,4.9,517,YES,window replacement/installation,False,high,"Replace frames, window repair , window glass replacement and everything needed!",site scrape,YES,1,,
Discount construction Materials,,,+1 214-638-8786,"3711 Singleton Blvd, Dallas, TX 75212, United States",4.1,286,NO,discount building-materials / hardware store,False,medium,"Yelp 'DISCOUNT CONSTRUCTION MATERIAL - 3711 Singleton Blvd, Dallas - Building Supplies'; categorised as Building Supplies and Door Sales/Installation, stocking windows, doors and lumber. It is a retail supplier — no evidence of window installation for end customers in two searches.",web search,NO_WEBSITE,1,,
Discount Electronics - North Austin,https://www.discountelectronics.com/,discountelectronics.com,+1 512-983-9989,"4005 W Parmer Ln, Austin, TX 78727, United States",4.7,2295,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Discount Glass Texas,http://discountglasstexas.com/,discountglasstexas.com,+1 972-900-8748,"11063 Dennis Rd, Dallas, TX 75229, United States",4.9,1497,YES,building glass replacement; commercial storefront glazing; installs/replaces windows; insulated glass unit work; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation; windows & doors,True,high,Discount Glass Texas Window Replacement Repair near Dallas .,site scrape,YES,1,,
Discount Home Warehouse,http://www.dhwsalvage.com/,dhwsalvage.com,+1 214-631-2755,"1768 Empire Central Dr, Dallas, TX 75235, United States",4.6,145,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Dixie Tint Pros,http://www.dixietintpros.com/?utm_campaign=gmb,dixietintpros.com,+1 512-574-1350,"4229 N FM 620 #301, Austin, TX 78734, United States",5,193,NO,window tint/film; window treatments,True,medium,"Dixie Tint Pros | Premium Window Tints in Austin, TX .",site scrape,NO,1,,
DJJD Window Tint LLC Austin Texas,https://djjdwindowtint.com/,djjdwindowtint.com,+1 737-802-0782,"2039 Airport Blvd, Austin, TX 78722, United States",4.8,37,NO,window tint/film only,False,medium,,name/review keywords,UNREACHABLE,1,,
Doc Window Installation,,,+1 737-391-0324,"2700 W Pecan St Unit 121, Pflugerville, TX 78660, United States",5,4,YES,name states window installation/replacement/doors,False,medium,,name/review keywords,NO_WEBSITE,1,,
Dodong Glass And Aluminum Installer,,,,,5,502,UNRESOLVED,"unknown (glass & aluminum installer, likely PH)",False,low,"No confirmed page. Nearby but distinct matches: 'Dodoy's Aluminum and Glass Installer' (Las Piñas), 'Kiah Glass & Aluminum Services' (@dodong.maaglass), facebook.com/dodongglassworks — none verifiable",no usable evidence,NO_WEBSITE,1,,
Dominguez Supplies,,,+1 469-774-5948,"4771 Scyene Rd, Dallas, TX 75210, United States",4.4,55,NO,building-materials / surplus supplier,False,medium,"Yelp 'DOMINGUEZ SURPLUS - 4771 Scyene Rd, Dallas, Texas - Building Supplies'; D&B/ZoomInfo classify it as Home Improvement & Hardware Retail, a building materials supplier (Facebook video: 'come buy your door with us'). Retail supplier, no installation evidence.",web search,NO_WEBSITE,1,,
Don Young Co,http://www.dycwindows.com/,dycwindows.com,+1 214-630-0934,"8181 Ambassador Row, Dallas, TX 75247, United States",4.2,60,YES,installs/replaces windows; named window styles; window product line; windows & doors,False,high,"Premium, climate-engineered aluminum and vinyl windows and doors, American-made since 1978.",site scrape,YES,1,,
Door Outlet,http://www.dooroutlet.biz/,dooroutlet.biz,+1 512-551-2904,"8701 Research Blvd, Austin, TX 78758, United States",4.1,79,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Dooreum,https://dooreum.com/,dooreum.com,+1 737-363-6226,,0,0,YES,"Window and door installation, including associated hardware",False,high,"dooreum.com ('Doorium | Doors | Windows') — 'an ambitious local company based in Austin, Texas, dedicated to providing top-quality installation services for doors, windows, and everything that goes with them ... whether you're upgrading your home or working on a new project.'",web search,UNREACHABLE,1,,
DoorTheory,https://www.doortheory.com/,doortheory.com,+1 714-388-7054,,0,0,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Dot Exterior Cleaning,https://dotexteriorcleaning.jobbersites.com/,dotexteriorcleaning.jobbersites.com,+1 815-323-2156,"3775 Modesto Dr, Rockford, IL 61114, United States",4.9,65,NO,window cleaning,False,medium,"DOT Exterior Cleaning: Power washing, window cleaning, and gutter cleaning .",site scrape,NO,1,,
Double M Glass,,,+1 928-522-3667,,5,3,UNRESOLVED,"glass shop or building contractor, window scope unknown",False,low,"Two searches found no business named Double M Glass in Flagstaff/Arizona and no match for phone 928-522-3667; results were other AZ glass companies (Demers, Twin Peaks, M&M Glass in Phoenix).",no usable evidence,NO_WEBSITE,1,,
Doug Does Windows,https://dougdoeswindows.com/,dougdoeswindows.com,+1 972-423-9454,,4.9,62,NO,"Window cleaning, gutter cleaning and pressure washing",False,high,"dougdoeswindows.com/window-cleaning/ and /gutter-cleaning/ — 'locally-owned window cleaning, gutter cleaning, and power washing business'; BBB listed as 'Doug Does Windows & Gutter Cleaning'. Excluded: window cleaning/washing only.",web research (earlier pass),UNREACHABLE,1,,
Downtown Dallas Auto Glass,https://downtowndallasautoglass.com/,downtowndallasautoglass.com,+1 469-888-9193,"2001 Ross Ave, Dallas, TX 75201, United States",5,3,NO,vehicle glass,True,medium,Auto Glass & Windshield Replacement in Downtown Dallas .,site scrape,NO,1,,
Doy-Doy Glass Installation And Hollowblocks,,,,,5,2,UNRESOLVED,unknown (glass installation and hollow-block supply),False,low,No business page found in either search — results were generic glass-block installation how-to articles. No address or phone in source data.,no usable evidence,NO_WEBSITE,1,,
Dr home solutions group llc,https://www.drhomesolutinshroup.com/,drhomesolutinshroup.com,+1 754-444-6715,"14 SE 25th St, Fort Lauderdale, FL 33316, United States",4.9,45,NO,kitchen and bathroom remodeling contractor,False,medium,"drhomesolutionsgroup.com (the record's domain is a typo of it; phone 754-444-6715 and the 14 SE 25th St, Fort Lauderdale address match) — 'a licensed, full-service remodeling contractor serving Fort Lauderdale and all of Broward County that handles design, demolition, custom cabinetry, tile, drywall",web search,UNREACHABLE,1,,
Dr House Wash,,,+1 512-337-3269,,5,2,NO,Pressure washing / exterior & carpet cleaning,False,high,"drhousewash.com 'Home Power Washing Company, Carpet Cleaning | Austin, TX': exterior home cleaning, window washing, carpet cleaning, dryer vent cleaning. Window cleaning only.",web search,NO_WEBSITE,1,,
Dr Impact Co,https://www.drimpactco.com/,drimpactco.com,+1 954-508-2616,"4754 NE 12th Ave, Oakland Park, FL 33334, United States",5,132,YES,named window styles; window product line; window replacement/installation; windows & doors,False,high,"025 Impact Windows & Doors (Broward County Florida) Why Dr Impact Co Excels in Impact Window and Door Installations in Broward, Florida At Dr Impact Co, we pride ourselves on being Broward’s top choic",site scrape,YES,1,,
Dr Sound,http://www.windowtintinginfortlauderdalefl.com/,windowtintinginfortlauderdalefl.com,+1 754-300-5193,"3291 W Sunrise Blvd, Fort Lauderdale, FL 33311, United States",4.8,2624,NO,vehicle glass only,True,medium,Sound Since 1987 in FT Lauderdale FL Tinting Car Window Dr.,site scrape,NO,1,,
Draped,http://www.drapedaustin.com/,drapedaustin.com,+1 512-900-2588,,5,4943,NO,window treatments,False,medium,"Award-winning drapery designs for the area of Austin, Texas, surrounding Hill Country, and Highland Lake areas.",site scrape,NO,1,,
Drapery Haven,https://www.draperyhaven.com/,draperyhaven.com,+1 832-266-1214,,4.7,15,NO,window treatments,False,medium,Drapery Haven .,site scrape,NO,1,,
Drapes & Shades Custom Window Designs,https://dscustomwindowdesigns.com/,dscustomwindowdesigns.com,+1 954-289-3311,"6003 NW 31st Ave C, Fort Lauderdale, FL 33309, United States",4.9,72,NO,window tint/film; window treatments,False,medium,indow treatments work best for large sliding glass doors? Norman vertical cellular shades and solar screen panels are ideal for sliding glass doors because they stack neatly and don't interfere with d,site scrape,NO,1,,
Draven Roofing + Construction,https://dravenconstruction.com/,dravenconstruction.com,+1 682-200-9019,"321 Bright Sky Dr, Austin, TX 78737, United States",0,0,NO,"Roofing, gutters, siding and exterior construction",False,medium,"dravenconstruction.com/services/ — 'roof inspection, storm damage assessment, roof repair, full roof replacement, gutters, siding, and general exterior upgrades', plus outdoor living. Two searches found no window service.",web search,UNKNOWN,1,,
Dream Builders Construction,https://www.bestglassflorida.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3795594895127369423,bestglassflorida.com,+1 754-257-0379,"6099 Stirling Rd Ste 103, Davie, FL 33314, United States",5,24,YES,window product line; window replacement/installation; windows & doors,False,high,offering top-tier products and expert installation. Our services include: ​ ✔ Impact Window and Door Installation We provide precise installation of high-quality impact windows and doors that offer s,site scrape,YES,1,,
Driftwood Builders Roofing,https://driftwoodbuildersroofing.com/?utm_campaign=gmb,driftwoodbuildersroofing.com,+1 512-894-0129,"12308 Twin Creek Rd Ste 101A, Manchaca, TX 78652, United States",5,258,YES,installs/replaces windows; insulated glass unit work; pane glazing work; replacement windows; window product line; window replacement/installation,False,high,512-894-0129 Home About Services Gutter Installation & Replacement Soffit & Fascia Repair Window Replacement Locations Projects Reviews Certification Home About Services Gutter Installation & Replace,site scrape,YES,1,,
Driftwood Steel Co,https://driftwoodsteelco.com/,driftwoodsteelco.com,+1 512-270-1199,"US-290, Austin, TX 78737, United States",5,2,YES,Custom/bespoke steel windows and doors,False,medium,"driftwoodsteelco.com — 'creating bespoke steel doors and windows that reflect the unique character of the community'; directory listing 'Driftwood Steel Co | Window supplier | Austin, Texas'. Google review: 'the best custom steel door and window company in the Austin and Dripping Springs' area. Thei",web search,UNKNOWN,1,,
Drippin' Clean LLC,,,+1 512-676-9514,,0,0,UNRESOLVED,insufficient signal,False,low,"No listing found for this business or the phone 512-676-9514 in two searches; results were unrelated Austin-area cleaning, towing and car-wash businesses.",no usable evidence,NO_WEBSITE,1,,
Dripping Springs Blinds and Drapery,http://dsblindsanddrapery.com/,dsblindsanddrapery.com,+1 512-894-2181,,5,3,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Dripping Springs Foundation Repair Company,https://drippingspringsfoundationrepaircompany.com/,drippingspringsfoundationrepaircompany.com,+1 512-883-7253,"4002 US-290 Unit a7, Dripping Springs, TX 78620, United States",5,16,NO,Foundation repair and concrete crack/patch repair,False,high,"drippingspringsfoundationrepaircompany.com/services/foundation-patching/ — 'crack repair services that seal, reinforce, and restore the integrity of walls and concrete slabs'. Foundation work only.",web search,UNKNOWN,1,,
Driven By Design,https://www.drivenbydesignatx.com/,drivenbydesignatx.com,+1 512-494-5000,"12100 RM 1826 Ste 950, Austin, TX 78737, United States",5,41,NO,window tint/film,False,medium,25+ years of Experience Austin TX Auto Performance | Suspension | Wheels & Tires Body Paint | Window Tinting | Illumination High Fidelity Sound Systems Custom Car Specialist Serving Austin TX Where t,site scrape,NO,1,,
Drummond Window Cleaning,http://www.rockfordwindowcleaningcompany.com/,rockfordwindowcleaningcompany.com,+1 815-654-7661,,4.9,34,NO,window cleaning,False,medium,Rockford Area Window Cleaning .,site scrape,NO,1,,
DTX Handyman Services,https://www.dtxhandymanservices.com/,dtxhandymanservices.com,+1 972-813-9474,,4.8,81,YES,installs/replaces windows; replacement windows; window replacement/installation,False,high,"home upgrades DFW, smart lock installation Dallas, video doorbell installation DFW, window treatment installation Dallas, blind installation DFW, curtain rod installation Dallas, holiday light insta",site scrape,YES,1,,
Duarte Glass LLC.,https://sitios.endigital.com/duarte-glass-llc/window-installation-contractors/phoenix/,sitios.endigital.com,+1 480-504-8071,,5,103,YES,Single and dual pane window and door glass installation and repair; broken and foggy glass replacement,False,high,"duarteglass.com / 'Window installation contractors in Phoenix | Duarte Glass LLC' — 'single and dual pane door and window installation and repair ... repairs and replaces all window types including Clear, Low E, Tinted ... Broken or foggy glass repairs ... serves commercial clients too'.",web search,UNREACHABLE,1,,
DuSouth Rovr,https://www.dusouthrovr.com/?utm_campaign=gmb,dusouthrovr.com,+1 214-382-0036,"5454 Maple Ave, Dallas, TX 75235, United States",4.8,208,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
DVation Auto Design,,,,"3601 W Parmer Ln, Austin, TX 78727, United States",1,48404,NO,automotive customization / vehicle window tinting,False,medium,"tintingnearme.com lists 'DVation Auto Design' at 3601 West Parmer Lane, Austin 78727 (matches) under Window Tinting providers; all context is automotive.",web search,NO_WEBSITE,1,,
DW Distribution Door Fabrication - Lancaster,https://www.dwdistribution.com/,dwdistribution.com,+1 214-381-2200,"2001 Danieldale Rd, Lancaster, TX 75134, United States",3.9,26,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Dynamic PPF & Tint - PPF Window Tint Ceramic Coatings,https://dynamicppfandtint.com/,dynamicppfandtint.com,+1 512-609-9586,"6814 Boggy Creek Dr, Austin, TX 78744, United States",5,39,NO,window tint/film; window treatments,True,medium,& Tint Skip to content Instagram Facebook-f SCHEDULE ONLINE Home Paint Protection Film (PPF) Window Tinting Ceramic Coatings Vinyl Wraps Windshield Protection Film Contact Us Home Paint Protection F,site scrape,NO,1,,
Dynamic Visions,,,+1 512-623-9442,,0,0,YES,"Installs windows, mirrors and doors",False,medium,"The Blue Book ProView, 'Dynamic Visions - Austin, Texas' (subcontractors): 'specializes in installing windows, mirrors, doors and more to give customers the view and quality they want.' Also listed on Yelp for Austin.",web search,NO_WEBSITE,1,,
Dynasty Windshield Repair,http://dynastywindshield.com/,dynastywindshield.com,+1 214-753-9892,,0,0,NO,vehicle glass only,True,medium,WindShield Repair Avoid bigger problems down the road.,site scrape,NO,1,,
E & D Auto Works,https://www.endautoworks.com/,endautoworks.com,+1 214-425-1070,"12022 Garland Rd, Dallas, TX 75218, United States",4.9,54,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
East Blue Windows & Doors,http://www.eastbluewindowsdoors.com/,eastbluewindowsdoors.com,+1 754-244-5037,"2548 NW 9th Ct, Fort Lauderdale, FL 33311, United States",5,73,YES,insulated glass unit work; named window styles; window product line; window replacement/installation; windows & doors,False,high,"Impact windows and doors installation in Broward, Palm Beach, and Miami-Dade.",site scrape,YES,1,,
East Coast Windows & Doors Inc.,https://eastcoastwindows.com/,eastcoastwindows.com,+1 954-946-3697,"1711 SW 7th Ave, Pompano Beach, FL 33060, United States",4.5,110,YES,installs/replaces windows; named window styles; window product line; window replacement/installation; windows & doors,False,high,"lington, FL West Palm Beach, FL Facebook-f Twitter Instagram Youtube Hurricane Impact Windows and Door Replacement in South Florida.",site scrape,YES,1,,
Eastside Siding Pros,https://eastsidesidingpros.com/,eastsidesidingpros.com,+1 512-271-4385,,0,0,YES,"Window replacement attributed to them in search results, alongside their core siding repair/replacement work",False,low,"Second search result stated 'Eastside Siding Pros offers window replacement services and can be reached at (512) 271-4385' — phone matches the record. Caveat: their own indexed pages (eastsidesidingpros.com/services/siding-repair-southeast-austin/, /cost/) cover siding only, so the window claim is n",web search,UNKNOWN,1,,
Econ Windows,https://econwindows.com/,econwindows.com,+1 602-786-5286,"2209 W Potter Dr, Phoenix, AZ 85027, United States",4.9,83,YES,commercial storefront glazing; installs/replaces windows; insulated glass unit work; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation; windows & doors,False,high,ces All Services Residential Windows Commercial Windows Residential Doors Commercial Doors Window Replacement Window & Door Repair Glass & Mirrors Sunscreens Window Tint & Film Service Areas All Servi,site scrape,YES,1,,
EcoStar Remodeling & Construction,https://ecosremodeling.com/,ecosremodeling.com,+1 866-227-1298,"13140 Coit Rd Ste 340, Dallas, TX 75240, United States",4.6,323,YES,installs/replaces windows; window product line; window replacement/installation,False,high,tions ADU Garage Conversions Plumbing Electrical HVAC Insulation Turf Roofing Landscaping Window Installation Driveways Exterior Painting Interior Painting Deck Builders Siding Patio Cover Foundation,site scrape,YES,1,,
EcoView Windows & Doors,https://www.ecoviewdfw.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing&utm_content=grand-prarie-office,ecoviewdfw.com,+1 972-247-2949,"2003 108th St #303, Grand Prairie, TX 75050, United States",4.9,348,YES,installs/replaces windows; insulated glass unit work; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation; windows & doors,False,high,"Ecoview Windows offers energy-efficient window and door replacements inDallas, Fort Worth, Austin, Waco, and Temple, Texas.",site scrape,YES,1,,
EcoView Windows & Doors of Austin Texas,http://www.ecoviewwindows.com/austin-texas/,ecoviewwindows.com,+1 512-505-8839,,5,0,YES,installs/replaces windows; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation; windows & doors,False,high,"nt Windows and Doors | Installation Contractors . For more information on replacement window and door installations with quality products by experienced installation experts, visit our website and get",site scrape,YES,1,,
Eddy window tint,,,+1 512-804-6949,"8624 FM812, Austin, TX 78719, United States",5,5,NO,window tint/film only,False,medium,,name/review keywords,NO_WEBSITE,1,,
EDL Electronic Door Lift / Gate Masters,https://www.edl-gm.com/,edl-gm.com,+1 954-972-9300,"6601 NW 15th Ave, Fort Lauderdale, FL 33309, United States",4.7,273,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Electric Blinds and Shades Fort Lauderdale,https://www.electricshadesftlauderdale.com/,electricshadesftlauderdale.com,+1 954-900-7483,"347 N New River Dr E Ste 2500, Fort Lauderdale, FL 33301, United States",5,6,NO,window treatments,False,medium,"Electric Blinds and Shades | Electric Shades | Fort Lauderdale, FL, USA .",site scrape,NO,1,,
"Elefant Xterior"" Experts""",https://austinelefant.com/,austinelefant.com,+1 512-786-1211,"4825 Weidemar Ln Ste 300, Austin, TX 78745, United States",4.9,340,NO,window cleaning,False,medium,Power Washing & Exterior Cleaning | Elefant Xterior Experts | Austin .,site scrape,NO,1,,
Elevate Pressure Washing & Window Cleaning LLC.,https://elevatehomeservicesil.com/,elevatehomeservicesil.com,+1 630-465-6236,,5,12,NO,window cleaning,False,medium,"Rockford pressure washing and window cleaning services for homeowners across Rockford, Illinois.",site scrape,NO,1,,
Elevate Windows,https://www.goelevatewindows.com/,goelevatewindows.com,+1 480-934-0840,"7301 N 16th St Ste 102, Phoenix, AZ 85020, United States",4.9,94,YES,installs/replaces windows; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation; windows & doors,False,high,"goelevatewindows.com | Upgrade Your Windows Today . Professional window and door replacements with energy-efficient options, lifetime warranty, and customizable solutions to enha",site scrape,YES,1,,
Elevated Autoworks,http://www.elevatedautoworks.com/,elevatedautoworks.com,+1 512-840-1223,"606 W Slaughter Ln W, Austin, TX 78748, United States",4.9,269,NO,window tint/film,False,medium,is here to deliver top-tier service with precision and care. Book Now Our Services Detailing/Window Tinting We are proudly partnered with 3M window films and offer a lifetime warranty on all of our,site scrape,NO,1,,
ELEVATED WINDOWS COVERINGS,http://elevatedwindowsdfw.com/,elevatedwindowsdfw.com,+1 214-940-0279,,5,11,NO,window treatments,False,medium,"ce and intelligent design into every living space. From the clean minimalism of Roller and Zebra Shades to the soft sophistication of Roman, Cellular, Sheer, and Faux Wood blinds, each style is though",site scrape,NO,1,,
Elite Remodeling Group Inc.,https://www.eliteremodelinggroup.com/,eliteremodelinggroup.com,+1 815-977-9685,"5411 E State St, Rockford, IL 61108, United States",5,4353,YES,installs/replaces windows; named window styles; replacement windows; window product line; window replacement/installation; windows & doors,False,high,Chicagoland window replacement and roofing experts trusted since 1993.,site scrape,YES,1,,
Elite Roofing LLC,https://www.eliteroofpro.com/areas-we-serve/leading-roofer-in-austin,eliteroofpro.com,+1 512-379-7663,"7500 Rialto Blvd #250, Austin, TX 78735, United States",4.9,287,NO,Residential and commercial roofing contractor (GAF Master Elite),False,medium,"eliteroofpro.com/services/ — 'repair, replacement, storm damage assessment, inspection, or routine roof maintenance'; 'specializing in residential, commercial and roof repair'. Two searches found roofing only.",web search,UNKNOWN,1,,
Elite Window Cleaning,,,+1 512-806-1053,,5,2,NO,window cleaning/washing,False,medium,,name/review keywords,NO_WEBSITE,1,,
Emerson Hardwood Flooring LLC,http://www.emersonhardwoodflooringllc.com/,emersonhardwoodflooringllc.com,+1 469-939-4901,"2339 Little Pocket Rd, Dallas, TX 75228, United States",5,10,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Emiliani Window Tint,,,,"4517 Forest Ln, Garland, TX 75042, United States",3.9,8,NO,window tint/film only,False,medium,,name/review keywords,NO_WEBSITE,1,,
Empire Home Pros,https://empirehomepros.com/?utm_source=omg-gbp&utm_medium=webclick,empirehomepros.com,+1 954-368-1415,"221 NE 44th St, Oakland Park, FL 33334, United States",4.9,196,YES,installs/replaces windows; insulated glass unit work; named window styles; window product line; window replacement/installation; windows & doors,False,high,". Empire Home Pros | Hurricane Impact Windows, Solar, Roofing & More Home Services Impact Windows Installation Solar Power Installation Roof Replacement Spray Foam Insulation Air Conditioning Repair C",site scrape,YES,1,,
Empire Sound & Security Car audio / Window tinting,http://www.empiresoundandsecurity.com/,empiresoundandsecurity.com,+1 972-406-8880,"3068 Forest Ln #219, Dallas, TX 75234, United States",4.7,294,NO,vehicle glass only,True,medium,"ems learn more Heading Heading Heading Car Security Systems learn more Heading Heading Heading Car Window Tint learn more empire services We offer tint, audio, entertainment & security for vehicles, p",site scrape,NO,1,,
Empire Today - Austin TX,https://www.empiretoday.com/locations/san-antonio?CID=gbp,empiretoday.com,+1 726-222-0009,"2301 E St Elmo Rd Suite: 106, Austin, TX 78744, United States",4.6,923,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Energy One Windows of Dallas/Ft. Worth,https://energyonewindows.com/,energyonewindows.com,+1 972-719-7801,"580 Decker Dr #125, Irving, TX 75062, United States",5,208,YES,installs/replaces windows; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation,False,high,", NV 89120 View Now RALEIGH, NC 202 New Edition Ct Cary, NC 27511 View Now HOW ENERGY ONE WINDOW INSTALLATION WORKS Step 1.",site scrape,YES,1,,
Energy Shield Window & Door Company,https://energyshieldwindowsanddoors.com/,energyshieldwindowsanddoors.com,+1 623-231-2451,"1205 N Eliseo Felix Jr Way B103, Avondale, AZ 85323, United States",4.7,365,YES,installs/replaces windows; named window styles; replacement windows; window product line; window replacement/installation; windows & doors,False,high,Window Replacement Company - Windows Glass Doors in Arizona .,site scrape,YES,1,,
Energy Window Solutions,https://energywindowsolutions.com/,energywindowsolutions.com,+1 972-746-8195,"5000 Esquire Estates Rd, Mabank, TX 75156, United States",4.9,105,YES,installs/replaces windows; insulated glass unit work; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation; windows & doors,False,high,Window Replacement & Installation Services in Texas - Energy Window Solutions .,site scrape,YES,1,,
Energywise windows,http://energywisewindows.com/,energywisewindows.com,+1 737-333-9082,,4.8,23,YES,Replacement window and door installation — energy-efficient windows built for the Texas climate,False,high,"energywisewindows.com — 'a local, home-grown Austin Window and Door replacement company ... established in 2003 ... specialize in Window and Door installations'; site pages /austin-window-replacement-gallery/, /double-hung-aluminum-windows.html.",web search,UNKNOWN,1,,
ENG CLEANING SOLUTIONS,http://engcleaningsolutions.com/,engcleaningsolutions.com,+1 512-822-2282,"Sta #2, 7901 Cameron Rd #130a, Austin, TX 78754, United States",5,3,NO,Window cleaning and general cleaning services,False,high,engcleaningsolutions.com / Thumbtack 'window cleaners' listing — 'commercial standard cleaning and window cleaning services'. Cleaning only; explicitly excluded by criteria.,web search,UNKNOWN,1,,
EnLight.Energy,http://www.enlight.energy/,enlight.energy,+1 512-774-4633,,5,2,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Enso Homes,https://ensohomes.com/,ensohomes.com,+1 512-888-7000,"9010 Circle Dr, Austin, TX 78736, United States",5,27,YES,windows & doors,False,high,"e whose backyard finally caught up: a shou sugi ban deck and fence, black steel windows and doors, the pool resurfaced in black stone, and prairie grass where irrigation used to be.",site scrape,YES,1,,
Envision Staging & Design LLC,https://www.envisionstagingdesign.com/,envisionstagingdesign.com,+1 512-923-9111,,5,14,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
EPC Glass,,,+1 832-997-7408,"1834 Ferguson Ln, Austin, TX 78754, United States",5,6,UNRESOLVED,"glass shop or building contractor, window scope unknown",False,low,"Two searches returned no listing, directory entry or site for 'EPC Glass' at 1834 Ferguson Ln, Austin TX — only unrelated Austin glass companies. No usable evidence either way.",no usable evidence,NO_WEBSITE,1,,
