company_name,website,domain,phone,address,rating,review_count,qualified,window_services,also_vehicle_glass,confidence,evidence,source,site_status
EPC Glass Yes,,,"1834 Ferguson Ln, Austin, TX 78754, United States","1834 Ferguson Ln, Austin, TX 78754, United States",5,6,UNRESOLVED,"glass shop or building contractor, window scope unknown",False,low,"Two searches returned no listing, directory entry or site for 'EPC Glass' at 1834 Ferguson Ln, Austin TX — only unrelated Austin glass companies. No usable evidence either way.",web search - no usable evidence,NO_WEBSITE
FoggyGlassFix Yes,,,+1 214-771-5267,"2212 Stanford St, Garland, TX 75041, United States",3.3,3,UNRESOLVED,insufficient signal,False,low,"Two searches found no listing or site for 'FoggyGlassFix' at 2212 Stanford St, Garland TX — results are all other Garland foggy-window companies (Apex Windows & Glass, Discount Glass Texas). Name is s",web search - no usable evidence,NO_WEBSITE
GAAAP Glass & Windows Yes,,,+1 424-557-9767,"2508 State St, Dallas, TX 75201, United States",0,0,UNRESOLVED,window in name but service type unconfirmed,False,low,"Two searches returned nothing for this business name (2508 State St, Dallas) — only other Dallas glass/window companies. No usable evidence either way.",web search - no usable evidence,NO_WEBSITE
Better View Windows Installation Yes,,,+1 754-336-5336,"3100-4661 W Commercial Blvd #173, Tamarac, FL 33309, United States",5,0,UNRESOLVED,window in name but service type unconfirmed,False,low,"Two searches found no listing for this business at 4661 W Commercial Blvd #173, Tamarac FL. Several unrelated Florida companies share the 'Better View' name (Largo, Melbourne, Panama City) but none ma",web search - no usable evidence,NO_WEBSITE
Sidingrepairservicecentral austin Yes,,,+1 839-318-8537,"3204 Tom Green St, Austin, TX 78705, United States",0,0,UNRESOLVED,insufficient signal,False,low,"No listing, site or directory entry found for this business name or for 3204 Tom Green St, Austin — results are only unrelated Austin siding contractors. One of six near-identical 'Sidingrepairservice",web search - no usable evidence,NO_WEBSITE
A & M Remodel and Construction Yes,,,+1 972-809-3528,"3619 Brandon St, Dallas, TX 75211, United States",4.4,7,UNRESOLVED,general contractor / remodeling,False,low,"BuildZoom: 'A&M Remodel & Construction, 3619 Brandon St, Dallas TX' holds a General Contractor license (City of Dallas status shown at one point as cancelled). No service list or window evidence found",web search - no usable evidence,NO_WEBSITE
Sidingrepairservicemueller Yes,,,+1 864-701-3883,"4508 Kocurek St, Austin, TX 78723, United States",0,0,UNRESOLVED,insufficient signal,False,low,"No listing, site or directory entry found for this business name or for 4508 Kocurek St, Austin — results are only unrelated Austin siding contractors serving the Mueller neighborhood. One of six near",web search - no usable evidence,NO_WEBSITE
Mighty Auto Glass Yes,,,+1 469-879-2036,"4722 Maple Ave, Dallas, TX 75219, United States",1,3,UNRESOLVED,"auto-glass name, but may also do building glass — must verify",False,low,"Two searches returned no listing for 'Mighty Auto Glass' at 4722 Maple Ave, Dallas — only other Dallas auto glass shops. No usable evidence either way (the name alone is not evidence).",web search - no usable evidence,NO_WEBSITE
TLV Sliding fort lauderdale Yes,,,+1 954-860-2873,"501 NE 33rd St, Oakland Park, FL 33334, United States",4.9,4969,UNRESOLVED,insufficient signal,False,low,"Two searches found no listing for 'TLV Sliding' at 501 NE 33rd St, Oakland Park FL — results are only other Broward sliding-door repair companies. Cannot tell whether it is door-only (NO) or does glas",web search - no usable evidence,NO_WEBSITE
Sidingrepairservicelost creek Yes,,,+1 215-771-7950,"524 Beardsley Ln, Austin, TX 78746, United States",0,0,UNRESOLVED,insufficient signal,False,low,"No listing, site or directory entry found for this business name or for 524 Beardsley Ln, Austin — results are only unrelated Austin siding contractors. One of six near-identical 'Sidingrepairservice<",web search - no usable evidence,NO_WEBSITE
Giem Glass and Aluminum Fabrication,,,,,5,501,UNRESOLVED,"glass shop or building contractor, window scope unknown",False,low,"Only an Instagram handle (@giem_glass, 'Giem Glass Aluminum Fabrication') surfaced across two searches — no service description, location or site. Record has no address or phone to disambiguate.",web search - no usable evidence,NO_WEBSITE
Window Yes,,,,"6025 Hunters View Ln, Dallas, TX 75232, United States",5,3,UNRESOLVED,window in name but service type unconfirmed,False,low,"Two searches found nothing for a business at 6025 Hunters View Ln, Dallas TX 75232 — the street returns only residential property listings. The one-word listing name gives nothing to search on and is ",web search - no usable evidence,NO_WEBSITE
Fred's Screens Yes,,,+1 469-730-0292,"622 S Westmoreland Rd, Dallas, TX 75211, United States",4,3,UNRESOLVED,window screen fabrication and repair,False,low,"Yelp 'FRED'S SCREENS - 622 S Westmoreland Rd, Dallas, Texas - Windows Installation'; directory blurb says 'window screens, window cleaning, and window repair services'. Screens and cleaning are exclud",web search - no usable evidence,NO_WEBSITE
FORT LAUDERDALE CONSTRUCTION LLC Yes,,,,"6311 NE 20th Terrace, Fort Lauderdale, FL 33308, United States",0,0,UNRESOLVED,licensed roofing / general construction contractor,False,low,"Sunbiz and BuildZoom records: Fort Lauderdale Construction LLC, 6311 NE 20th Terrace, Fort Lauderdale FL 33308, incorporated 2021, holds a Certified Roofing Contractor licence plus a CBC general build",web search - no usable evidence,NO_WEBSITE
Sidingrepairservicewestlakehills Yes,,,+1 582-285-5078,"715 Windsong Trail, West Lake Hills, TX 78746, United States",0,0,UNRESOLVED,insufficient signal,False,low,"No listing, site or directory entry found for this business name or for 715 Windsong Trail, West Lake Hills — results are only unrelated Austin siding contractors. One of six near-identical 'Sidingrep",web search - no usable evidence,NO_WEBSITE
Window Craft Interiors Yes,,,+1 931-584-1872,"7th St, Rockford, IL 61104, United States",0,0,UNRESOLVED,window in name but service type unconfirmed,False,low,Two searches returned no listing for 'Window Craft Interiors' in Rockford IL — only unrelated Illinois window-treatment and window-installation companies. Cannot tell whether it is window coverings (N,web search - no usable evidence,NO_WEBSITE
HD shower Glass & Mari Glass Yes,,,+1 512-698-8466,"8290 S Central Expy, Dallas, TX 75241, United States",5,7,UNRESOLVED,"glass shop or building contractor, window scope unknown",False,low,"Two searches found no listing for 'HD Shower Glass' or 'Mari Glass' at 8290 S Central Expy, Dallas — only other Dallas shower-glass companies. Cannot tell whether it is shower/mirror only (NO) or does",web search - no usable evidence,NO_WEBSITE
Sidingrepairserviceoak hill Yes,,,+1 269-460-8945,"8305 Red Willow Dr, Austin, TX 78736, United States",0,0,UNRESOLVED,insufficient signal,False,low,"No listing, site or directory entry found for this business name or for 8305 Red Willow Dr, Austin — results are only unrelated Austin siding contractors serving Oak Hill. One of six near-identical 'S",web search - no usable evidence,NO_WEBSITE
UrbanCraft Exterior Yes,,,+1 737-309-3794,"8403 Gallatin Dr, Austin, TX 78736, United States",0,0,UNRESOLVED,"glass shop or building contractor, window scope unknown",False,low,"Two searches found no listing for 'UrbanCraft Exterior' at 8403 Gallatin Dr, Austin — results return Urbancraft Custom Builders (Houston) and unrelated Austin exterior contractors. No usable evidence ",web search - no usable evidence,NO_WEBSITE
Adrielisha Glass and Installation Services,,,,,5,501,UNRESOLVED,"glass shop or building contractor, window scope unknown",False,low,"Two searches returned no listing, page or directory entry for this business name. The record has no address or phone to disambiguate, so nothing could be verified.",web search - no usable evidence,NO_WEBSITE
ISLA GLASS Doors & Windows Glass and Aluminum Fabrication & Installation Services,,,,,1,385,UNRESOLVED,window in name but service type unconfirmed,False,low,"Two searches returned no listing, page or directory entry for 'ISLA GLASS' — only unrelated glass/aluminium fabricators. The record has no address or phone to disambiguate; the descriptive listing nam",web search - no usable evidence,NO_WEBSITE
